lead_id,lead_date,patient_id,lead_source,campaign,clinic,lead_status,first_response_minutes,appointment_booked,appointment_date
L00290,2025-10-27,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,29,No,
L00291,2025-12-03,P00291,Facebook,Root Canal,Clinic C,Appointment Booked,9,Yes,
L00292,2025-01-13,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,31,No,
L00293,2025-05-16,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,34,No,
L00294,2025-07-09,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,13,No,
L00295,2025-05-03,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,16,No,
L00296,2025-06-12,P00296,Google Organic,Dental Crown,Clinic C,Appointment Booked,39,Yes,
L00297,2025-03-24,P00297,Referral,Dental Implant,Clinic D,Appointment Booked,6,Yes,2025-06-04
L00298,2025-11-08,,Google Ads,General Dentistry,Clinic A,Not Contacted/Cold,46,No,
L00299,2025-01-30,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,34,No,
L00300,2025-03-19,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,23,No,
L00301,2025-12-30,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,7,No,
L00302,2025-12-08,P00302,Facebook,General Dentistry,Clinic B,Appointment Booked,8,Yes,2025-09-12
L00303,2025-02-05,P00303,Instagram,Invisalign,Clinic B,Appointment Booked,26,Yes,
L00304,2025-01-20,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,18,No,
L00305,2025-08-13,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,21,No,
L00306,2025-07-15,P00306,Referral,Teeth Whitening,Clinic A,Appointment Booked,19,Yes,
L00307,2025-08-05,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,21,No,
L00308,2025-03-15,P00308,Referral,Invisalign,Clinic C,Appointment Booked,60,Yes,
L00309,2025-12-23,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,4,No,
L00310,2025-04-24,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,20,No,
L00311,2025-01-24,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,3,No,
L00312,2025-01-20,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,22,No,
L00313,2025-12-06,,Referral,Invisalign,Clinic B,Contacted - No Appointment,26,No,
L00314,2025-01-25,P00314,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,23,Yes,
L00315,2025-03-27,P00315,Referral,Invisalign,Clinic A,Appointment Booked,18,Yes,
L00316,2025-12-04,,Referral,Root Canal,Clinic C,Contacted - No Appointment,2,No,
L00317,2025-09-04,P00317,Facebook,General Dentistry,Clinic D,Appointment Booked,43,Yes,2025-12-09
L00318,2025-10-08,P00318,Google Ads,Invisalign,Clinic D,Appointment Booked,2,Yes,
L00319,2025-10-10,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,40,No,
L00320,2025-03-16,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,28,No,
L00321,2025-02-17,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,17,No,
L00322,2025-01-11,P00322,Google Organic,Root Canal,Clinic D,Appointment Booked,24,Yes,
L00323,2025-08-01,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,23,No,
L00324,2025-08-28,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,5,No,
L00325,2025-09-02,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L00326,2025-08-15,,Google Ads,Root Canal,Clinic C,Not Contacted/Cold,56,No,
L00327,2025-05-01,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,18,No,
L00328,2025-05-04,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,2,No,
L00329,2025-05-31,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,8,No,
L00330,2025-06-20,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,34,No,
L00331,2025-12-12,P00331,Google Ads,Dental Crown,Clinic B,Appointment Booked,6,Yes,
L00332,2025-07-15,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,25,No,
L00333,2025-04-16,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,19,No,
L00334,2025-12-17,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,19,No,
L00335,2025-03-30,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,18,No,
L00336,2025-08-23,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L00337,2025-07-09,P00337,Google Ads,Dental Crown,Clinic A,Appointment Booked,9,Yes,
L00338,2025-09-12,P00338,Google Organic,General Dentistry,Clinic C,Appointment Booked,57,Yes,
L00339,2025-02-11,,Referral,Invisalign,Clinic A,Contacted - No Appointment,2,No,
L00340,2025-07-23,P00340,Facebook,General Dentistry,Clinic A,Appointment Booked,10,Yes,
L00341,2025-10-23,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,12,No,
L00342,2025-05-21,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,22,No,
L00343,2025-04-29,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,30,No,
L00344,2025-04-27,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,34,No,
L00345,2025-01-24,P00345,Facebook,Teeth Whitening,Clinic D,Appointment Booked,39,Yes,2025-07-02
L00346,2025-01-07,P00346,Instagram,General Dentistry,Clinic B,Appointment Booked,17,Yes,
L00347,2025-04-09,P00347,Google Ads,Dental Implant,Clinic D,Appointment Booked,24,Yes,2025-12-04
L00348,2025-07-05,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,12,No,
L00349,2025-06-03,,Facebook,General Dentistry,Clinic C,Not Contacted/Cold,48,No,
L00350,2025-08-23,P00350,Referral,Dental Implant,Clinic A,Appointment Booked,22,Yes,
L00351,2025-10-06,P00351,Facebook,Dental Crown,Clinic A,Appointment Booked,12,Yes,2025-07-10
L00352,2025-01-26,,Referral,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L00353,2025-02-20,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,33,No,
L00354,2025-11-05,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,30,No,
L00355,2025-05-30,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,20,No,
L00356,2025-07-22,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,12,No,
L00357,2025-12-23,P00357,Facebook,Teeth Whitening,Clinic B,Appointment Booked,12,Yes,
L00358,2025-08-11,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,18,No,
L00359,2025-11-24,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L00360,2025-06-29,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,32,No,
L00361,2025-04-09,P00361,Google Ads,Dental Implant,Clinic B,Appointment Booked,11,Yes,
L00362,2025-01-15,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,22,No,
L00363,2025-03-02,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,1,No,
L00364,2025-06-03,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L00365,2025-09-28,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L00366,2025-09-29,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,19,No,
L00367,2025-09-08,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,12,No,
L00368,2025-12-25,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,20,No,
L00369,2025-05-25,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,18,No,
L00370,2025-11-19,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,5,No,
L00371,2025-08-25,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,28,No,
L00372,2025-08-01,,Google Ads,Dental Implant,Clinic B,Not Contacted/Cold,52,No,
L00373,2025-10-29,P00373,Google Ads,General Dentistry,Clinic D,Appointment Booked,25,Yes,2025-03-11
L00374,2025-11-17,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,35,No,
L00375,2025-09-04,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,28,No,
L00376,2025-03-11,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,27,No,
L00377,2025-12-23,P00377,Facebook,Teeth Whitening,Clinic B,Appointment Booked,28,Yes,
L00378,2025-10-27,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,55,No,
L00379,2025-10-23,P00379,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,3,Yes,
L00380,2025-09-25,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,11,No,
L00381,2025-07-23,P00381,Google Ads,Dental Implant,Clinic B,Appointment Booked,7,Yes,
L00382,2025-01-06,P00382,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,14,Yes,
L00383,2025-09-02,P00383,Referral,Dental Implant,Clinic A,Appointment Booked,29,Yes,2025-10-09
L00384,2025-08-30,P00384,Instagram,General Dentistry,Clinic A,Appointment Booked,16,Yes,2025-10-09
L00385,2025-05-08,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,11,No,
L00386,2025-03-10,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,15,No,
L00387,2025-09-11,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,36,No,
L00388,2025-05-11,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,19,No,
L00389,2025-12-27,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L00390,2025-09-02,P00390,Facebook,Teeth Whitening,Clinic D,Appointment Booked,23,Yes,
L00391,2025-09-09,,Instagram,Teeth Whitening,Clinic B,Contacted - No Appointment,33,No,
L00392,2025-05-13,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L00393,2025-08-15,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,29,No,
L00394,2025-02-03,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,20,No,
L00395,2025-04-03,P00395,Facebook,Root Canal,Clinic C,Appointment Booked,8,Yes,2025-08-04
L00396,2025-03-03,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,19,No,
L00397,2025-08-07,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,7,No,
L00398,2025-06-04,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,32,No,
L00399,2025-06-25,P00399,Referral,Root Canal,Clinic B,Appointment Booked,23,Yes,2025-01-07
L00400,2025-04-23,P00400,Google Ads,Root Canal,Clinic D,Appointment Booked,29,Yes,
L00401,2025-10-02,P00401,Referral,Teeth Whitening,Clinic C,Appointment Booked,61,Yes,
L00402,2025-07-21,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,27,No,
L00403,2025-03-03,P00403,Facebook,Dental Crown,Clinic D,Appointment Booked,16,Yes,2025-09-03
L00404,2025-05-02,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,31,No,
L00405,2025-05-23,,Instagram,Teeth Whitening,Clinic C,Not Contacted/Cold,48,No,
L00406,2025-03-26,P00406,Google Ads,Dental Crown,Clinic C,Appointment Booked,10,Yes,2025-02-04
L00407,2025-09-10,,Google Organic,Dental Implant,Clinic D,Not Contacted/Cold,52,No,
L00408,2025-12-12,P00408,Referral,Dental Implant,Clinic D,Appointment Booked,12,Yes,
L00409,2025-08-02,P00409,Google Ads,Dental Implant,Clinic C,Appointment Booked,12,Yes,2025-07-08
L00410,2025-12-19,P00410,Referral,Root Canal,Clinic A,Appointment Booked,50,Yes,
L00411,2025-03-01,P00411,Instagram,General Dentistry,Clinic D,Appointment Booked,24,Yes,
L00412,2025-04-09,P00412,Referral,Invisalign,Clinic A,Appointment Booked,42,Yes,
L00413,2025-09-30,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,22,No,
L00414,2025-04-19,P00414,Google Organic,General Dentistry,Clinic D,Appointment Booked,16,Yes,
L00415,2025-03-09,P00415,Google Ads,General Dentistry,Clinic B,Appointment Booked,14,Yes,
L00416,2025-06-17,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,16,No,
L00417,2025-10-16,P00417,Google Organic,Invisalign,Clinic B,Appointment Booked,18,Yes,
L00418,2025-06-22,,Facebook,Dental Implant,Clinic B,Not Contacted/Cold,49,No,
L00419,2025-02-19,,Google Ads,Dental Implant,Clinic B,Not Contacted/Cold,57,No,
L00420,2025-01-27,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,13,No,
L00421,2025-06-24,P00421,Instagram,Invisalign,Clinic D,Appointment Booked,25,Yes,2025-05-07
L00422,2025-01-23,P00422,Facebook,Dental Crown,Clinic D,Appointment Booked,18,Yes,
L00423,2025-03-31,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,6,No,
L00424,2025-07-15,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,36,No,
L00425,2025-07-31,,Facebook,Invisalign,Clinic C,Not Contacted/Cold,54,No,
L00426,2025-04-26,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,15,No,
L00427,2025-05-03,P00427,Referral,Dental Crown,Clinic A,Appointment Booked,8,Yes,2025-09-05
L00428,2025-04-28,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,23,No,
L00429,2025-03-12,P00429,Facebook,Invisalign,Clinic D,Appointment Booked,9,Yes,
L00430,2025-11-02,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,7,No,
L00431,2025-08-22,P00431,Referral,Dental Implant,Clinic C,Appointment Booked,6,Yes,
L00432,2025-10-13,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,42,No,
L00433,2025-11-11,P00433,Instagram,General Dentistry,Clinic C,Appointment Booked,18,Yes,
L00434,2025-05-12,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L00435,2025-08-11,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,25,No,
L00436,2025-11-24,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,18,No,
L00437,2025-08-30,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,24,No,
L00438,2025-01-17,P00438,Instagram,Dental Implant,Clinic D,Appointment Booked,19,Yes,
L00439,2025-08-27,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,13,No,
L00440,2025-06-30,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,5,No,
L00441,2025-07-04,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,45,No,
L00442,2025-12-15,P00442,Google Ads,Invisalign,Clinic C,Appointment Booked,8,Yes,
L00443,2025-03-26,P00443,Referral,Root Canal,Clinic A,Appointment Booked,22,Yes,2025-06-04
L00444,2025-02-13,P00444,Google Ads,Dental Crown,Clinic A,Appointment Booked,9,Yes,
L00445,2025-05-26,P00445,Google Organic,Root Canal,Clinic D,Appointment Booked,13,Yes,
L00446,2025-08-29,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,31,No,
L00447,2025-08-14,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L00448,2025-09-18,P00448,Google Organic,Invisalign,Clinic D,Appointment Booked,7,Yes,
L00449,2025-04-28,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L00450,2025-05-28,P00450,Referral,Teeth Whitening,Clinic B,Appointment Booked,9,Yes,2025-01-06
L00451,2025-03-01,P00451,Facebook,Root Canal,Clinic C,Appointment Booked,9,Yes,2025-12-03
L00452,2025-02-09,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,7,No,
L00453,2025-11-01,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,9,No,
L00454,2025-02-09,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,22,No,
L00455,2025-02-03,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,22,No,
L00456,2025-05-28,P00456,Google Organic,Root Canal,Clinic A,Appointment Booked,18,Yes,2025-03-06
L00457,2025-10-02,P00457,Facebook,General Dentistry,Clinic D,Appointment Booked,23,Yes,2025-07-10
L00458,2025-11-17,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,37,No,
L00459,2025-05-11,P00459,Google Organic,Dental Implant,Clinic A,Appointment Booked,7,Yes,
L00460,2025-11-10,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,27,No,
L00461,2025-10-20,P00461,Facebook,Invisalign,Clinic A,Appointment Booked,23,Yes,
L00462,2025-10-12,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,5,No,
L00463,2025-04-09,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,20,No,
L00464,2025-05-14,,Facebook,Root Canal,Clinic B,Not Contacted/Cold,53,No,
L00465,2025-07-07,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,18,No,
L00466,2025-03-13,P00466,Referral,Dental Implant,Clinic B,Appointment Booked,20,Yes,
L00467,2025-09-08,P00467,Google Ads,General Dentistry,Clinic D,Appointment Booked,4,Yes,
L00468,2025-09-25,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L00469,2025-02-20,P00469,Referral,Invisalign,Clinic B,Appointment Booked,13,Yes,2025-02-03
L00470,2025-04-24,,Google Organic,Dental Implant,Clinic A,Not Contacted/Cold,49,No,
L00471,2025-06-19,P00471,Referral,Dental Implant,Clinic D,Appointment Booked,10,Yes,2025-01-07
L00472,2025-05-22,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,12,No,
L00473,2025-08-08,P00473,Google Ads,Teeth Whitening,Clinic B,Appointment Booked,10,Yes,
L00474,2025-02-14,,Referral,Root Canal,Clinic A,Contacted - No Appointment,9,No,
L00475,2025-09-27,P00475,Facebook,Dental Crown,Clinic A,Appointment Booked,14,Yes,2025-05-10
L00476,2025-10-01,P00476,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,24,Yes,2025-09-10
L00477,2025-04-16,P00477,Google Ads,General Dentistry,Clinic C,Appointment Booked,18,Yes,
L00478,2025-07-22,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,7,No,
L00479,2025-11-18,,Facebook,Invisalign,Clinic B,Not Contacted/Cold,56,No,
L00480,2025-01-24,P00480,Google Ads,Dental Implant,Clinic D,Appointment Booked,27,Yes,
L00481,2025-02-05,P00481,Facebook,General Dentistry,Clinic B,Appointment Booked,48,Yes,
L00482,2025-01-17,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,18,No,
L00483,2025-01-06,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,15,No,
L00484,2025-06-20,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,26,No,
L00485,2025-10-16,P00485,Facebook,Invisalign,Clinic B,Appointment Booked,49,Yes,
L00486,2025-10-07,,Google Ads,Invisalign,Clinic C,Not Contacted/Cold,68,No,
L00487,2025-12-18,P00487,Google Organic,Dental Crown,Clinic A,Appointment Booked,14,Yes,
L00488,2025-10-10,P00488,Facebook,Invisalign,Clinic B,Appointment Booked,36,Yes,
L00489,2025-12-19,P00489,Google Ads,Dental Implant,Clinic C,Appointment Booked,33,Yes,
L00490,2025-12-28,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,22,No,
L00491,2025-07-26,,Google Organic,Invisalign,Clinic B,Not Contacted/Cold,105,No,
L00492,2025-05-15,P00492,Referral,Root Canal,Clinic D,Appointment Booked,16,Yes,
L00493,2025-11-06,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,14,No,
L00494,2025-04-28,P00494,Facebook,Teeth Whitening,Clinic D,Appointment Booked,30,Yes,2025-11-05
L00495,2025-04-22,P00495,Google Ads,Dental Crown,Clinic C,Appointment Booked,9,Yes,2025-06-05
L00496,2025-11-14,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,33,No,
L00497,2025-09-02,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L00498,2025-03-26,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L00499,2025-07-09,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,25,No,
L00500,2025-12-23,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L00501,2025-10-15,P00501,Facebook,General Dentistry,Clinic A,Appointment Booked,47,Yes,
L00502,2025-01-06,P00502,Referral,Invisalign,Clinic A,Appointment Booked,16,Yes,2025-07-01
L00503,2025-10-23,P00503,Google Ads,Root Canal,Clinic A,Appointment Booked,16,Yes,
L00504,2025-08-14,,Facebook,Dental Implant,Clinic D,Not Contacted/Cold,50,No,
L00505,2025-08-21,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,30,No,
L00506,2025-10-12,P00506,Instagram,Teeth Whitening,Clinic A,Appointment Booked,23,Yes,
L00507,2025-09-27,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,13,No,
L00508,2025-11-05,P00508,Referral,Dental Implant,Clinic B,Appointment Booked,5,Yes,
L00509,2025-04-17,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,24,No,
L00510,2025-12-14,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,6,No,
L00511,2025-06-22,P00511,Facebook,Dental Crown,Clinic D,Appointment Booked,13,Yes,2025-06-07
L00512,2025-06-25,P00512,Facebook,Dental Implant,Clinic D,Appointment Booked,8,Yes,
L00513,2025-09-15,P00513,Google Organic,General Dentistry,Clinic D,Appointment Booked,5,Yes,
L00514,2025-03-17,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,28,No,
L00515,2025-05-24,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,17,No,
L00516,2025-03-12,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,5,No,
