date,platform,campaign,clinic,spend,impressions,clicks,leads
2025-01-15,Meta Ads,Dental Implant,Clinic D,10495.57,157257,8366,37
2025-01-15,Instagram,Invisalign,Clinic D,8162.99,102443,5091,22
2025-01-15,Meta Ads,Root Canal,Clinic D,7302.23,124867,6152,40
2025-01-15,Instagram,Dental Crown,Clinic D,4357.76,36400,924,26
2025-01-15,Meta Ads,Teeth Whitening,Clinic D,4706.91,77326,2441,43
2025-01-15,Meta Ads,General Dentistry,Clinic D,4870.61,53578,1539,51
2025-01-16,Meta Ads,Dental Implant,Clinic A,8507.26,113219,5934,22
2025-01-16,Meta Ads,Invisalign,Clinic A,9347.02,141426,5229,29
2025-01-16,Instagram,Root Canal,Clinic A,4584.73,63042,2794,33
2025-01-16,Meta Ads,Dental Crown,Clinic A,6285.66,98066,3537,33
2025-01-16,Google Ads,Teeth Whitening,Clinic A,3336.7,27734,1139,31
2025-01-16,Google Ads,General Dentistry,Clinic A,4024.33,62344,3512,38
2025-01-16,Google Ads,Dental Implant,Clinic B,7219.55,93821,3651,24
2025-01-16,Google Ads,Invisalign,Clinic B,6104.96,84447,5247,18
2025-01-16,Google Ads,Root Canal,Clinic B,6989.11,101780,2550,33
2025-01-16,Meta Ads,Dental Crown,Clinic B,4027.27,32348,2066,24
2025-01-16,Meta Ads,Teeth Whitening,Clinic B,2884.93,38625,2075,18
2025-01-16,Google Ads,General Dentistry,Clinic B,2797.13,29018,1416,34
2025-01-16,Meta Ads,Dental Implant,Clinic C,10197.68,93300,5151,35
2025-01-16,Meta Ads,Invisalign,Clinic C,9377.21,84090,4285,22
2025-01-16,Meta Ads,Root Canal,Clinic C,6312.31,77521,4833,37
2025-01-16,Instagram,Dental Crown,Clinic C,4984.82,47902,1721,25
2025-01-16,Meta Ads,Teeth Whitening,Clinic C,4026.5,68557,3201,41
2025-01-16,Instagram,General Dentistry,Clinic C,3248.04,45747,2514,38
2025-01-16,Google Ads,Dental Implant,Clinic D,11324.9,142194,6552,32
2025-01-16,Instagram,Invisalign,Clinic D,8181.27,140953,4855,21
2025-01-16,Google Ads,Root Canal,Clinic D,5757.42,78317,3979,29
2025-01-16,Meta Ads,Dental Crown,Clinic D,4905.09,77706,4330,24
2025-01-16,Google Ads,Teeth Whitening,Clinic D,3645.06,32595,1200,28
2025-01-16,Google Ads,General Dentistry,Clinic D,5199.2,48628,1331,56
2025-01-17,Google Ads,Dental Implant,Clinic A,7628.44,113279,6732,22
2025-01-17,Google Ads,Invisalign,Clinic A,7223.96,70257,4417,15
2025-01-17,Google Ads,Root Canal,Clinic A,6643.86,88869,4468,31
2025-01-17,Instagram,Dental Crown,Clinic A,4000.16,45483,2280,16
2025-01-17,Meta Ads,Teeth Whitening,Clinic A,2104.3,25833,1464,21
2025-01-17,Meta Ads,General Dentistry,Clinic A,3697.9,63289,1671,40
2025-01-17,Meta Ads,Dental Implant,Clinic B,9480.26,106136,4605,32
2025-01-17,Google Ads,Invisalign,Clinic B,7475.72,91807,5933,22
2025-01-17,Instagram,Root Canal,Clinic B,5188.58,54567,2858,24
2025-01-17,Meta Ads,Dental Crown,Clinic B,4377.03,49171,2081,21
2025-01-17,Instagram,Teeth Whitening,Clinic B,3541.16,58843,3173,31
2025-01-17,Google Ads,General Dentistry,Clinic B,5216.35,47767,3080,51
2025-01-17,Google Ads,Dental Implant,Clinic C,9481.92,154398,4094,30
2025-01-17,Google Ads,Invisalign,Clinic C,7979.15,64809,2278,22
2025-01-17,Meta Ads,Root Canal,Clinic C,6132.16,94944,4875,26
2025-01-17,Google Ads,Dental Crown,Clinic C,4961.73,50587,1307,27
2025-01-17,Instagram,Teeth Whitening,Clinic C,3936.94,50584,3231,33
2025-01-17,Google Ads,General Dentistry,Clinic C,3711.7,61998,3121,41
2025-01-17,Meta Ads,Dental Implant,Clinic D,6245.43,54003,2308,20
2025-01-17,Google Ads,Invisalign,Clinic D,6762.25,84811,3696,27
2025-01-17,Meta Ads,Root Canal,Clinic D,6604.66,106511,4836,30
2025-01-17,Google Ads,Dental Crown,Clinic D,5695.14,98765,5999,26
2025-01-17,Meta Ads,Teeth Whitening,Clinic D,2384.9,20133,911,24
2025-01-17,Google Ads,General Dentistry,Clinic D,4145.21,72878,4377,42
2025-01-18,Meta Ads,Dental Implant,Clinic A,9908.45,84561,4354,37
2025-01-18,Meta Ads,Invisalign,Clinic A,8436.34,107889,4736,20
2025-01-18,Google Ads,Root Canal,Clinic A,6818.91,108270,4304,36
2025-01-18,Instagram,Dental Crown,Clinic A,3848.25,68040,3850,18
2025-01-18,Meta Ads,Teeth Whitening,Clinic A,3079.21,30234,1531,26
2025-01-18,Google Ads,General Dentistry,Clinic A,4366.37,71340,3342,45
2025-01-18,Meta Ads,Dental Implant,Clinic B,9843.1,87175,4589,30
2025-01-18,Google Ads,Invisalign,Clinic B,7838.16,129774,4047,16
2025-01-18,Google Ads,Root Canal,Clinic B,9122.65,111314,3968,50
2025-01-18,Google Ads,Dental Crown,Clinic B,6880.02,58763,3180,41
2025-01-18,Instagram,Teeth Whitening,Clinic B,2529.35,36911,2010,14
2025-01-18,Meta Ads,General Dentistry,Clinic B,4548.84,58989,3787,43
2025-01-18,Google Ads,Dental Implant,Clinic C,9312.59,124391,6392,41
2025-01-18,Meta Ads,Invisalign,Clinic C,7100.23,102809,4534,17
2025-01-18,Meta Ads,Root Canal,Clinic C,3357.01,43080,1320,17
2025-01-18,Instagram,Dental Crown,Clinic C,3485.98,52737,3174,21
2025-01-18,Google Ads,Teeth Whitening,Clinic C,3085.83,31391,1801,20
2025-01-18,Meta Ads,General Dentistry,Clinic C,5263.74,68513,3309,53
2025-01-18,Google Ads,Dental Implant,Clinic D,6709.09,118222,3815,20
2025-01-18,Meta Ads,Invisalign,Clinic D,9898.03,134903,7716,29
2025-01-18,Meta Ads,Root Canal,Clinic D,4452.04,35720,1422,14
2025-01-18,Instagram,Dental Crown,Clinic D,5512.29,55137,2461,31
2025-01-18,Google Ads,Teeth Whitening,Clinic D,4177.46,64658,1840,40
2025-01-18,Google Ads,General Dentistry,Clinic D,5484.81,58918,2430,57
2025-01-19,Google Ads,Dental Implant,Clinic A,7034.35,104655,3632,27
2025-01-19,Meta Ads,Invisalign,Clinic A,9538.91,128273,4154,26
2025-01-19,Meta Ads,Root Canal,Clinic A,6485.32,54998,1674,34
2025-01-19,Meta Ads,Dental Crown,Clinic A,5048.15,70823,3876,19
2025-01-19,Meta Ads,Teeth Whitening,Clinic A,1855.67,18481,911,18
2025-01-19,Meta Ads,General Dentistry,Clinic A,4129.42,63578,3184,34
2025-01-19,Meta Ads,Dental Implant,Clinic B,10451.5,149211,6465,29
2025-01-19,Google Ads,Invisalign,Clinic B,7277.08,124344,6858,16
2025-01-19,Instagram,Root Canal,Clinic B,6330.18,84219,2676,38
2025-01-19,Meta Ads,Dental Crown,Clinic B,3942.42,35298,1865,20
2025-01-19,Meta Ads,Teeth Whitening,Clinic B,3234.3,35728,1925,29
2025-01-19,Google Ads,General Dentistry,Clinic B,4529.05,71688,4244,52
2025-01-19,Meta Ads,Dental Implant,Clinic C,8876.79,99307,4502,26
2025-01-19,Instagram,Invisalign,Clinic C,7761.77,75910,3744,27
2025-01-19,Meta Ads,Root Canal,Clinic C,7645.98,70078,3529,34
2025-01-19,Instagram,Dental Crown,Clinic C,6421.92,92195,2316,35
2025-01-19,Google Ads,Teeth Whitening,Clinic C,2612.19,36908,1825,19
2025-01-19,Google Ads,General Dentistry,Clinic C,4975.04,79639,2602,44
2025-01-19,Meta Ads,Dental Implant,Clinic D,10861.96,127153,4549,35
2025-01-19,Meta Ads,Invisalign,Clinic D,10293.97,95362,4495,26
2025-01-19,Google Ads,Root Canal,Clinic D,5573.84,99881,2702,30
2025-01-19,Google Ads,Dental Crown,Clinic D,5168.46,68909,3484,27
2025-01-19,Meta Ads,Teeth Whitening,Clinic D,3901.77,54136,3294,36
2025-01-19,Meta Ads,General Dentistry,Clinic D,4809.23,63414,1761,51
2025-01-20,Meta Ads,Dental Implant,Clinic A,12681.24,185378,9600,43
2025-01-20,Meta Ads,Invisalign,Clinic A,8847.86,142701,6194,27
2025-01-20,Google Ads,Root Canal,Clinic A,5099.75,84631,4558,29
2025-01-20,Meta Ads,Dental Crown,Clinic A,5788.68,76878,2747,26
2025-01-20,Meta Ads,Teeth Whitening,Clinic A,2649.34,29281,998,24
2025-01-20,Google Ads,General Dentistry,Clinic A,4111.98,61432,3893,36
2025-01-20,Google Ads,Dental Implant,Clinic B,8312.01,104875,3739,21
2025-01-20,Google Ads,Invisalign,Clinic B,5094.22,62468,3798,20
2025-01-20,Meta Ads,Root Canal,Clinic B,4828.9,59327,3528,22
2025-01-20,Instagram,Dental Crown,Clinic B,3876.0,66454,2045,19
2025-01-20,Google Ads,Teeth Whitening,Clinic B,3693.62,44642,1628,28
2025-01-20,Meta Ads,General Dentistry,Clinic B,5197.61,57303,1453,50
2025-01-20,Google Ads,Dental Implant,Clinic C,11238.36,96359,5615,37
2025-01-20,Meta Ads,Invisalign,Clinic C,8320.77,113248,4456,21
2025-01-20,Google Ads,Root Canal,Clinic C,8372.6,74801,4432,40
2025-01-20,Google Ads,Dental Crown,Clinic C,3900.76,34780,1363,23
2025-01-20,Meta Ads,Teeth Whitening,Clinic C,3457.7,41703,1755,27
2025-01-20,Instagram,General Dentistry,Clinic C,5482.11,62982,1788,55
2025-01-20,Google Ads,Dental Implant,Clinic D,10179.03,88681,4661,34
2025-01-20,Meta Ads,Invisalign,Clinic D,6319.4,55010,1539,20
2025-01-20,Google Ads,Root Canal,Clinic D,6044.05,64349,2983,30
2025-01-20,Instagram,Dental Crown,Clinic D,4827.16,41813,2710,28
2025-01-20,Google Ads,Teeth Whitening,Clinic D,3520.09,59361,2545,33
2025-01-20,Meta Ads,General Dentistry,Clinic D,3285.37,51376,1397,33
2025-01-21,Google Ads,Dental Implant,Clinic A,9012.9,79101,2634,34
2025-01-21,Google Ads,Invisalign,Clinic A,6878.46,103998,5343,17
2025-01-21,Google Ads,Root Canal,Clinic A,4403.88,50081,2405,21
2025-01-21,Instagram,Dental Crown,Clinic A,4825.1,57572,2632,30
2025-01-21,Google Ads,Teeth Whitening,Clinic A,3575.91,49516,2129,29
2025-01-21,Google Ads,General Dentistry,Clinic A,4617.25,74627,4712,48
2025-01-21,Meta Ads,Dental Implant,Clinic B,8186.79,81368,3082,24
2025-01-21,Google Ads,Invisalign,Clinic B,7272.35,111064,6791,25
2025-01-21,Google Ads,Root Canal,Clinic B,5799.15,63512,2060,28
2025-01-21,Meta Ads,Dental Crown,Clinic B,4038.92,55881,1862,24
2025-01-21,Google Ads,Teeth Whitening,Clinic B,4571.32,52396,2909,45
2025-01-21,Meta Ads,General Dentistry,Clinic B,4675.18,47687,2619,49
2025-01-21,Google Ads,Dental Implant,Clinic C,9668.2,165406,4576,30
2025-01-21,Google Ads,Invisalign,Clinic C,8825.7,120976,6997,25
2025-01-21,Instagram,Root Canal,Clinic C,8491.65,124183,6439,45
2025-01-21,Meta Ads,Dental Crown,Clinic C,5832.49,83856,3790,40
2025-01-21,Google Ads,Teeth Whitening,Clinic C,2922.57,27113,1601,32
2025-01-21,Google Ads,General Dentistry,Clinic C,5924.35,85766,2696,60
2025-01-21,Google Ads,Dental Implant,Clinic D,9326.7,90744,5792,23
2025-01-21,Meta Ads,Invisalign,Clinic D,10506.8,129858,5687,33
2025-01-21,Instagram,Root Canal,Clinic D,7242.76,126763,6529,44
2025-01-21,Google Ads,Dental Crown,Clinic D,4887.08,84292,2257,25
2025-01-21,Google Ads,Teeth Whitening,Clinic D,3182.83,31379,1808,33
2025-01-21,Meta Ads,General Dentistry,Clinic D,3038.53,44822,2665,32
2025-01-22,Meta Ads,Dental Implant,Clinic A,6432.36,106442,5071,26
2025-01-22,Instagram,Invisalign,Clinic A,9129.19,158408,6330,21
2025-01-22,Instagram,Root Canal,Clinic A,5115.85,82183,2911,18
2025-01-22,Meta Ads,Dental Crown,Clinic A,5683.34,89567,2332,25
2025-01-22,Google Ads,Teeth Whitening,Clinic A,3395.45,51486,3343,34
2025-01-22,Google Ads,General Dentistry,Clinic A,2883.47,38150,1127,30
2025-01-22,Google Ads,Dental Implant,Clinic B,8857.31,109989,4200,26
2025-01-22,Instagram,Invisalign,Clinic B,6351.5,68123,4160,15
2025-01-22,Meta Ads,Root Canal,Clinic B,5105.49,87770,4955,31
2025-01-22,Meta Ads,Dental Crown,Clinic B,4636.49,80300,3305,24
2025-01-22,Google Ads,Teeth Whitening,Clinic B,2931.82,49113,3111,33
2025-01-22,Google Ads,General Dentistry,Clinic B,4133.27,34269,920,39
2025-01-22,Meta Ads,Dental Implant,Clinic C,9775.11,132354,5840,29
2025-01-22,Meta Ads,Invisalign,Clinic C,6882.98,81536,2633,15
2025-01-22,Google Ads,Root Canal,Clinic C,6040.02,55155,1458,28
2025-01-22,Google Ads,Dental Crown,Clinic C,4053.39,72695,2615,23
2025-01-22,Google Ads,Teeth Whitening,Clinic C,3925.81,34972,1400,36
2025-01-22,Instagram,General Dentistry,Clinic C,3988.3,67400,3520,42
2025-01-22,Google Ads,Dental Implant,Clinic D,8994.42,136092,4864,27
2025-01-22,Google Ads,Invisalign,Clinic D,8202.25,128221,7208,21
2025-01-22,Meta Ads,Root Canal,Clinic D,6076.63,73934,2254,40
2025-01-22,Meta Ads,Dental Crown,Clinic D,4948.37,75754,3235,24
2025-01-22,Meta Ads,Teeth Whitening,Clinic D,3769.45,34965,1633,38
2025-01-22,Google Ads,General Dentistry,Clinic D,4973.28,59008,3286,45
2025-01-23,Meta Ads,Dental Implant,Clinic A,8531.66,91275,2829,25
2025-01-23,Meta Ads,Invisalign,Clinic A,10061.87,169241,7906,22
2025-01-23,Google Ads,Root Canal,Clinic A,6136.37,83690,5112,37
2025-01-23,Meta Ads,Dental Crown,Clinic A,6104.78,56988,3507,30
2025-01-23,Instagram,Teeth Whitening,Clinic A,2780.46,34813,1459,26
2025-01-23,Google Ads,General Dentistry,Clinic A,4054.29,54957,2881,37
2025-01-23,Instagram,Dental Implant,Clinic B,7961.3,73007,4567,24
2025-01-23,Google Ads,Invisalign,Clinic B,6448.03,79009,3553,14
2025-01-23,Meta Ads,Root Canal,Clinic B,5431.15,75960,2443,24
2025-01-23,Google Ads,Dental Crown,Clinic B,4312.86,68818,3666,21
2025-01-23,Google Ads,Teeth Whitening,Clinic B,2786.88,23776,1150,24
2025-01-23,Google Ads,General Dentistry,Clinic B,4267.16,63155,2264,41
2025-01-23,Instagram,Dental Implant,Clinic C,8019.81,132465,6344,23
2025-01-23,Google Ads,Invisalign,Clinic C,5316.9,81717,2297,17
2025-01-23,Instagram,Root Canal,Clinic C,8522.84,128239,4120,44
2025-01-23,Instagram,Dental Crown,Clinic C,4389.09,57964,3731,22
2025-01-23,Google Ads,Teeth Whitening,Clinic C,3455.85,56492,2609,33
2025-01-23,Google Ads,General Dentistry,Clinic C,5250.32,85686,4388,54
2025-01-23,Google Ads,Dental Implant,Clinic D,12618.22,213209,6691,44
2025-01-23,Google Ads,Invisalign,Clinic D,6848.63,67325,2268,12
2025-01-23,Meta Ads,Root Canal,Clinic D,8705.1,147767,5112,34
2025-01-23,Google Ads,Dental Crown,Clinic D,5961.36,81220,3562,27
2025-01-23,Meta Ads,Teeth Whitening,Clinic D,4351.34,52661,3192,39
2025-01-23,Google Ads,General Dentistry,Clinic D,4716.66,56114,2425,44
2025-01-24,Meta Ads,Dental Implant,Clinic A,10517.34,131544,6298,34
2025-01-24,Google Ads,Invisalign,Clinic A,5838.53,60436,1906,5
2025-01-24,Google Ads,Root Canal,Clinic A,7479.52,83230,3915,44
2025-01-24,Meta Ads,Dental Crown,Clinic A,5404.37,49939,1573,33
2025-01-24,Google Ads,Teeth Whitening,Clinic A,2754.89,34833,2021,28
2025-01-24,Instagram,General Dentistry,Clinic A,4714.79,66892,2334,49
2025-01-24,Instagram,Dental Implant,Clinic B,9760.8,138882,8719,29
2025-01-24,Google Ads,Invisalign,Clinic B,9898.32,96425,4200,23
2025-01-24,Google Ads,Root Canal,Clinic B,8098.59,81289,3031,44
2025-01-24,Google Ads,Dental Crown,Clinic B,6005.29,97669,6232,41
2025-01-24,Instagram,Teeth Whitening,Clinic B,3581.38,56931,2923,28
2025-01-24,Instagram,General Dentistry,Clinic B,2860.68,23632,605,22
2025-01-24,Meta Ads,Dental Implant,Clinic C,12379.37,128525,7650,39
2025-01-24,Instagram,Invisalign,Clinic C,6202.65,63028,3152,21
2025-01-24,Instagram,Root Canal,Clinic C,7871.8,107481,5587,42
2025-01-24,Meta Ads,Dental Crown,Clinic C,6425.9,76869,4701,37
2025-01-24,Meta Ads,Teeth Whitening,Clinic C,4092.37,49650,2894,40
2025-01-24,Instagram,General Dentistry,Clinic C,4191.1,66496,2898,43
2025-01-24,Meta Ads,Dental Implant,Clinic D,6928.93,64239,2038,19
2025-01-24,Meta Ads,Invisalign,Clinic D,8362.53,137724,6415,18
2025-01-24,Instagram,Root Canal,Clinic D,6196.01,103716,5020,35
2025-01-24,Google Ads,Dental Crown,Clinic D,5621.27,82937,4763,33
2025-01-24,Instagram,Teeth Whitening,Clinic D,3758.49,64899,3542,36
2025-01-24,Meta Ads,General Dentistry,Clinic D,4763.8,82395,2067,46
2025-01-25,Instagram,Dental Implant,Clinic A,9845.43,126758,4475,30
2025-01-25,Meta Ads,Invisalign,Clinic A,9351.5,141276,4318,26
2025-01-25,Google Ads,Root Canal,Clinic A,5523.47,80998,4922,24
2025-01-25,Meta Ads,Dental Crown,Clinic A,4271.19,56484,2551,28
2025-01-25,Meta Ads,Teeth Whitening,Clinic A,2187.2,22832,803,20
2025-01-25,Instagram,General Dentistry,Clinic A,5418.87,47218,1349,52
2025-01-25,Meta Ads,Dental Implant,Clinic B,10663.24,177246,9788,35
2025-01-25,Meta Ads,Invisalign,Clinic B,8460.46,112261,3995,25
2025-01-25,Meta Ads,Root Canal,Clinic B,5199.54,50522,2530,24
2025-01-25,Google Ads,Dental Crown,Clinic B,6309.32,100559,3780,31
2025-01-25,Meta Ads,Teeth Whitening,Clinic B,2391.97,41229,1249,18
2025-01-25,Google Ads,General Dentistry,Clinic B,3683.2,60711,3580,29
2025-01-25,Meta Ads,Dental Implant,Clinic C,7348.36,99183,3328,26
2025-01-25,Google Ads,Invisalign,Clinic C,6615.41,58932,2726,21
2025-01-25,Google Ads,Root Canal,Clinic C,7469.41,73965,2981,40
2025-01-25,Instagram,Dental Crown,Clinic C,4334.16,51229,2829,25
2025-01-25,Meta Ads,Teeth Whitening,Clinic C,4100.8,35239,2255,43
2025-01-25,Google Ads,General Dentistry,Clinic C,3558.56,57951,3680,33
2025-01-25,Google Ads,Dental Implant,Clinic D,10599.99,140756,4110,31
2025-01-25,Instagram,Invisalign,Clinic D,5770.79,74431,3350,19
2025-01-25,Meta Ads,Root Canal,Clinic D,9879.58,117898,3636,51
2025-01-25,Meta Ads,Dental Crown,Clinic D,5446.9,44770,1843,31
2025-01-25,Instagram,Teeth Whitening,Clinic D,3581.49,52727,2847,31
2025-01-25,Instagram,General Dentistry,Clinic D,4370.53,51363,2120,45
2025-01-26,Google Ads,Dental Implant,Clinic A,9358.26,120680,7615,30
2025-01-26,Google Ads,Invisalign,Clinic A,8121.75,124770,4204,21
2025-01-26,Meta Ads,Root Canal,Clinic A,6909.84,71296,2736,38
2025-01-26,Google Ads,Dental Crown,Clinic A,5579.51,99792,3123,24
2025-01-26,Meta Ads,Teeth Whitening,Clinic A,3424.06,36122,948,27
2025-01-26,Instagram,General Dentistry,Clinic A,5920.76,84091,2601,61
2025-01-26,Google Ads,Dental Implant,Clinic B,11061.67,156087,7463,39
2025-01-26,Meta Ads,Invisalign,Clinic B,9173.63,111112,5773,22
2025-01-26,Google Ads,Root Canal,Clinic B,5852.27,68089,3796,33
2025-01-26,Google Ads,Dental Crown,Clinic B,4432.93,53546,2549,22
2025-01-26,Google Ads,Teeth Whitening,Clinic B,4439.72,75070,2952,37
2025-01-26,Meta Ads,General Dentistry,Clinic B,3415.13,50576,1769,35
2025-01-26,Meta Ads,Dental Implant,Clinic C,8893.72,75963,4139,34
2025-01-26,Google Ads,Invisalign,Clinic C,7601.46,82904,4481,19
2025-01-26,Google Ads,Root Canal,Clinic C,6539.04,99671,5354,44
2025-01-26,Google Ads,Dental Crown,Clinic C,4765.27,45753,2899,22
2025-01-26,Instagram,Teeth Whitening,Clinic C,3212.08,37730,2294,29
2025-01-26,Google Ads,General Dentistry,Clinic C,3557.08,57808,3507,37
2025-01-26,Meta Ads,Dental Implant,Clinic D,6664.74,100443,4433,28
2025-01-26,Meta Ads,Invisalign,Clinic D,8593.24,120913,3336,24
2025-01-26,Meta Ads,Root Canal,Clinic D,6198.9,91699,5670,33
2025-01-26,Google Ads,Dental Crown,Clinic D,3560.82,56061,2703,22
2025-01-26,Google Ads,Teeth Whitening,Clinic D,4388.43,52305,3084,39
2025-01-26,Google Ads,General Dentistry,Clinic D,3921.4,34845,1489,34
2025-01-27,Meta Ads,Dental Implant,Clinic A,8702.85,86793,5208,25
2025-01-27,Meta Ads,Invisalign,Clinic A,7802.38,89056,3432,23
2025-01-27,Google Ads,Root Canal,Clinic A,5677.83,61775,1660,33
2025-01-27,Instagram,Dental Crown,Clinic A,4691.41,61962,2745,28
2025-01-27,Google Ads,Teeth Whitening,Clinic A,2867.31,35385,1008,26
2025-01-27,Meta Ads,General Dentistry,Clinic A,4612.4,69518,3325,44
2025-01-27,Google Ads,Dental Implant,Clinic B,10912.87,157939,4739,33
2025-01-27,Meta Ads,Invisalign,Clinic B,6265.62,97449,5672,18
2025-01-27,Google Ads,Root Canal,Clinic B,4931.67,42336,2517,31
2025-01-27,Meta Ads,Dental Crown,Clinic B,5306.24,69637,2235,21
2025-01-27,Google Ads,Teeth Whitening,Clinic B,3292.34,56270,3614,30
2025-01-27,Meta Ads,General Dentistry,Clinic B,3600.67,60118,2176,29
2025-01-27,Google Ads,Dental Implant,Clinic C,8240.05,140682,6869,29
2025-01-27,Meta Ads,Invisalign,Clinic C,9047.67,119771,4035,32
2025-01-27,Meta Ads,Root Canal,Clinic C,6420.06,61509,3933,27
2025-01-27,Google Ads,Dental Crown,Clinic C,4432.86,46812,1959,27
2025-01-27,Meta Ads,Teeth Whitening,Clinic C,3981.52,33731,2132,37
2025-01-27,Google Ads,General Dentistry,Clinic C,3780.69,62035,3690,40
2025-01-27,Meta Ads,Dental Implant,Clinic D,11133.56,186379,10163,35
2025-01-27,Instagram,Invisalign,Clinic D,10140.37,139111,6194,33
2025-01-27,Meta Ads,Root Canal,Clinic D,8442.55,146413,5845,46
2025-01-27,Google Ads,Dental Crown,Clinic D,5017.05,46728,2506,26
2025-01-27,Meta Ads,Teeth Whitening,Clinic D,3729.13,49754,2530,40
2025-01-27,Meta Ads,General Dentistry,Clinic D,4856.19,64885,1908,49
2025-01-28,Google Ads,Dental Implant,Clinic A,8885.79,91083,3926,20
2025-01-28,Google Ads,Invisalign,Clinic A,9156.46,163495,5305,22
2025-01-28,Google Ads,Root Canal,Clinic A,5097.34,51180,1549,24
2025-01-28,Instagram,Dental Crown,Clinic A,3805.42,40264,1956,24
2025-01-28,Meta Ads,Teeth Whitening,Clinic A,3011.36,32842,936,22
2025-01-28,Google Ads,General Dentistry,Clinic A,6194.99,75376,4849,63
2025-01-28,Meta Ads,Dental Implant,Clinic B,8085.62,99556,2490,30
2025-01-28,Google Ads,Invisalign,Clinic B,7086.7,116121,6031,18
2025-01-28,Instagram,Root Canal,Clinic B,4065.02,43244,1834,21
2025-01-28,Google Ads,Dental Crown,Clinic B,5293.37,83845,3170,32
2025-01-28,Meta Ads,Teeth Whitening,Clinic B,2867.69,43718,2194,30
2025-01-28,Google Ads,General Dentistry,Clinic B,5617.77,73460,2575,62
2025-01-28,Google Ads,Dental Implant,Clinic C,9665.98,161340,7025,28
2025-01-28,Google Ads,Invisalign,Clinic C,7243.59,100973,2828,24
2025-01-28,Meta Ads,Root Canal,Clinic C,3739.16,64868,2896,14
2025-01-28,Google Ads,Dental Crown,Clinic C,6970.63,118116,6161,41
2025-01-28,Meta Ads,Teeth Whitening,Clinic C,3051.42,45785,2312,30
2025-01-28,Google Ads,General Dentistry,Clinic C,4798.39,84985,4634,45
2025-01-28,Meta Ads,Dental Implant,Clinic D,8173.28,113262,2973,24
2025-01-28,Meta Ads,Invisalign,Clinic D,7618.27,85338,2496,17
2025-01-28,Meta Ads,Root Canal,Clinic D,6010.51,74795,3635,31
2025-01-28,Google Ads,Dental Crown,Clinic D,3482.37,36900,2096,22
2025-01-28,Google Ads,Teeth Whitening,Clinic D,4240.15,72521,2727,36
2025-01-28,Google Ads,General Dentistry,Clinic D,5946.35,82522,4334,60
2025-01-29,Meta Ads,Dental Implant,Clinic A,8774.21,110096,4762,24
2025-01-29,Instagram,Invisalign,Clinic A,9491.09,160998,4350,20
2025-01-29,Meta Ads,Root Canal,Clinic A,5655.71,63655,2382,32
2025-01-29,Google Ads,Dental Crown,Clinic A,4554.28,49658,3103,22
2025-01-29,Meta Ads,Teeth Whitening,Clinic A,3886.79,66964,2754,33
2025-01-29,Google Ads,General Dentistry,Clinic A,3667.56,36727,1169,33
2025-01-29,Meta Ads,Dental Implant,Clinic B,8728.79,71116,2612,25
