Lead_ID,Lead_Date,Patient_ID,Lead_Source,Campaign,Clinic,Lead_Status,First_Response_Minutes,Appointment_Booked,Appointment_Date
L00282,11-04-2025,P00282,Facebook,Teeth Whitening,Clinic D,Appointment Booked,18,Yes,16-04-2025
L00283,18-03-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,21,No,
L00284,15-09-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,44,No,
L00285,20-02-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,40,No,
L00286,01-08-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,10,No,
L00287,10-09-2025,P00287,Facebook,General Dentistry,Clinic B,Appointment Booked,18,Yes,16-09-2025
L00288,03-05-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L00289,05-03-2025,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,2,No,
L00290,27-10-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,29,No,
L00291,03-12-2025,P00291,Facebook,Root Canal,Clinic C,Appointment Booked,9,Yes,15-12-2025
L00292,13-01-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,31,No,
L00293,16-05-2025,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,34,No,
L00294,09-07-2025,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,13,No,
L00295,03-05-2025,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,16,No,
L00296,12-06-2025,P00296,Google Organic,Dental Crown,Clinic C,Appointment Booked,39,Yes,24-06-2025
L00297,24-03-2025,P00297,Referral,Dental Implant,Clinic D,Appointment Booked,6,Yes,06-04-2025
L00298,08-11-2025,,Google Ads,General Dentistry,Clinic A,Not Contacted/Cold,46,No,
L00299,30-01-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,34,No,
L00300,19-03-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,23,No,
L00301,30-12-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,7,No,
L00302,08-12-2025,P00302,Facebook,General Dentistry,Clinic B,Appointment Booked,8,Yes,09-12-2025
L00303,05-02-2025,P00303,Instagram,Invisalign,Clinic B,Appointment Booked,26,Yes,17-02-2025
L00304,20-01-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,18,No,
L00305,13-08-2025,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,21,No,
L00306,15-07-2025,P00306,Referral,Teeth Whitening,Clinic A,Appointment Booked,19,Yes,29-07-2025
L00307,05-08-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,21,No,
L00308,15-03-2025,P00308,Referral,Invisalign,Clinic C,Appointment Booked,60,Yes,16-03-2025
L00309,23-12-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,4,No,
L00310,24-04-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,20,No,
L00311,24-01-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,3,No,
L00312,20-01-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,22,No,
L00313,06-12-2025,,Referral,Invisalign,Clinic B,Contacted - No Appointment,26,No,
L00314,25-01-2025,P00314,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,23,Yes,27-01-2025
L00315,27-03-2025,P00315,Referral,Invisalign,Clinic A,Appointment Booked,18,Yes,28-03-2025
L00316,04-12-2025,,Referral,Root Canal,Clinic C,Contacted - No Appointment,2,No,
L00317,04-09-2025,P00317,Facebook,General Dentistry,Clinic D,Appointment Booked,43,Yes,12-09-2025
L00318,08-10-2025,P00318,Google Ads,Invisalign,Clinic D,Appointment Booked,2,Yes,17-10-2025
L00319,10-10-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,40,No,
L00320,16-03-2025,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,28,No,
L00321,17-02-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,17,No,
L00322,11-01-2025,P00322,Google Organic,Root Canal,Clinic D,Appointment Booked,24,Yes,15-01-2025
L00323,01-08-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,23,No,
L00324,28-08-2025,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,5,No,
L00325,02-09-2025,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,5,No,
L00326,15-08-2025,,Google Ads,Root Canal,Clinic C,Not Contacted/Cold,56,No,
L00327,01-05-2025,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,18,No,
L00328,04-05-2025,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,2,No,
L00329,31-05-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,8,No,
L00330,20-06-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,34,No,
L00331,12-12-2025,P00331,Google Ads,Dental Crown,Clinic B,Appointment Booked,6,Yes,26-12-2025
L00332,15-07-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,25,No,
L00333,16-04-2025,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,19,No,
L00334,17-12-2025,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,19,No,
L00335,30-03-2025,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,18,No,
L00336,23-08-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L00337,09-07-2025,P00337,Google Ads,Dental Crown,Clinic A,Appointment Booked,9,Yes,17-07-2025
L00338,12-09-2025,P00338,Google Organic,General Dentistry,Clinic C,Appointment Booked,57,Yes,14-09-2025
L00339,11-02-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,2,No,
L00340,23-07-2025,P00340,Facebook,General Dentistry,Clinic A,Appointment Booked,10,Yes,31-07-2025
L00341,23-10-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,12,No,
L00342,21-05-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,22,No,
L00343,29-04-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,30,No,
L00344,27-04-2025,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,34,No,
L00345,24-01-2025,P00345,Facebook,Teeth Whitening,Clinic D,Appointment Booked,39,Yes,07-02-2025
L00346,07-01-2025,P00346,Instagram,General Dentistry,Clinic B,Appointment Booked,17,Yes,14-01-2025
L00347,09-04-2025,P00347,Google Ads,Dental Implant,Clinic D,Appointment Booked,24,Yes,12-04-2025
L00348,05-07-2025,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,12,No,
L00349,03-06-2025,,Facebook,General Dentistry,Clinic C,Not Contacted/Cold,48,No,
L00350,23-08-2025,P00350,Referral,Dental Implant,Clinic A,Appointment Booked,22,Yes,31-08-2025
L00351,06-10-2025,P00351,Facebook,Dental Crown,Clinic A,Appointment Booked,12,Yes,07-10-2025
L00352,26-01-2025,,Referral,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L00353,20-02-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,33,No,
L00354,05-11-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,30,No,
L00355,30-05-2025,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,20,No,
L00356,22-07-2025,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,12,No,
L00357,23-12-2025,P00357,Facebook,Teeth Whitening,Clinic B,Appointment Booked,12,Yes,26-12-2025
L00358,11-08-2025,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,18,No,
L00359,24-11-2025,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L00360,29-06-2025,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,32,No,
L00361,09-04-2025,P00361,Google Ads,Dental Implant,Clinic B,Appointment Booked,11,Yes,18-04-2025
L00362,15-01-2025,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,22,No,
L00363,02-03-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,1,No,
L00364,03-06-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L00365,28-09-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L00366,29-09-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,19,No,
L00367,08-09-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,12,No,
L00368,25-12-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,20,No,
L00369,25-05-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,18,No,
L00370,19-11-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,5,No,
L00371,25-08-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,28,No,
L00372,01-08-2025,,Google Ads,Dental Implant,Clinic B,Not Contacted/Cold,52,No,
L00373,29-10-2025,P00373,Google Ads,General Dentistry,Clinic D,Appointment Booked,25,Yes,03-11-2025
L00374,17-11-2025,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,35,No,
L00375,04-09-2025,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,28,No,
L00376,11-03-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,27,No,
L00377,23-12-2025,P00377,Facebook,Teeth Whitening,Clinic B,Appointment Booked,28,Yes,31-12-2025
L00378,27-10-2025,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,55,No,
L00379,23-10-2025,P00379,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,3,Yes,24-10-2025
L00380,25-09-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,11,No,
L00381,23-07-2025,P00381,Google Ads,Dental Implant,Clinic B,Appointment Booked,7,Yes,31-07-2025
L00382,06-01-2025,P00382,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,14,Yes,19-01-2025
L00383,02-09-2025,P00383,Referral,Dental Implant,Clinic A,Appointment Booked,29,Yes,10-09-2025
L00384,30-08-2025,P00384,Instagram,General Dentistry,Clinic A,Appointment Booked,16,Yes,10-09-2025
L00385,08-05-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,11,No,
L00386,10-03-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,15,No,
L00387,11-09-2025,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,36,No,
L00388,11-05-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,19,No,
L00389,27-12-2025,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L00390,02-09-2025,P00390,Facebook,Teeth Whitening,Clinic D,Appointment Booked,23,Yes,15-09-2025
L00391,09-09-2025,,Instagram,Teeth Whitening,Clinic B,Contacted - No Appointment,33,No,
L00392,13-05-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L00393,15-08-2025,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,29,No,
L00394,03-02-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,20,No,
L00395,03-04-2025,P00395,Facebook,Root Canal,Clinic C,Appointment Booked,8,Yes,08-04-2025
L00396,03-03-2025,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,19,No,
L00397,07-08-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,7,No,
L00398,04-06-2025,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,32,No,
L00399,25-06-2025,P00399,Referral,Root Canal,Clinic B,Appointment Booked,23,Yes,01-07-2025
L00400,23-04-2025,P00400,Google Ads,Root Canal,Clinic D,Appointment Booked,29,Yes,28-04-2025
L00401,02-10-2025,P00401,Referral,Teeth Whitening,Clinic C,Appointment Booked,61,Yes,13-10-2025
L00402,21-07-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,27,No,
L00403,03-03-2025,P00403,Facebook,Dental Crown,Clinic D,Appointment Booked,16,Yes,09-03-2025
L00404,02-05-2025,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,31,No,
L00405,23-05-2025,,Instagram,Teeth Whitening,Clinic C,Not Contacted/Cold,48,No,
L00406,26-03-2025,P00406,Google Ads,Dental Crown,Clinic C,Appointment Booked,10,Yes,02-04-2025
L00407,10-09-2025,,Google Organic,Dental Implant,Clinic D,Not Contacted/Cold,52,No,
L00408,12-12-2025,P00408,Referral,Dental Implant,Clinic D,Appointment Booked,12,Yes,13-12-2025
L00409,02-08-2025,P00409,Google Ads,Dental Implant,Clinic C,Appointment Booked,12,Yes,07-08-2025
L00410,19-12-2025,P00410,Referral,Root Canal,Clinic A,Appointment Booked,50,Yes,26-12-2025
L00411,01-03-2025,P00411,Instagram,General Dentistry,Clinic D,Appointment Booked,24,Yes,15-03-2025
L00412,09-04-2025,P00412,Referral,Invisalign,Clinic A,Appointment Booked,42,Yes,16-04-2025
L00413,30-09-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,22,No,
L00414,19-04-2025,P00414,Google Organic,General Dentistry,Clinic D,Appointment Booked,16,Yes,30-04-2025
L00415,09-03-2025,P00415,Google Ads,General Dentistry,Clinic B,Appointment Booked,14,Yes,16-03-2025
L00416,17-06-2025,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,16,No,
L00417,16-10-2025,P00417,Google Organic,Invisalign,Clinic B,Appointment Booked,18,Yes,30-10-2025
L00418,22-06-2025,,Facebook,Dental Implant,Clinic B,Not Contacted/Cold,49,No,
L00419,19-02-2025,,Google Ads,Dental Implant,Clinic B,Not Contacted/Cold,57,No,
L00420,27-01-2025,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,13,No,
L00421,24-06-2025,P00421,Instagram,Invisalign,Clinic D,Appointment Booked,25,Yes,05-07-2025
L00422,23-01-2025,P00422,Facebook,Dental Crown,Clinic D,Appointment Booked,18,Yes,25-01-2025
L00423,31-03-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,6,No,
L00424,15-07-2025,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,36,No,
L00425,31-07-2025,,Facebook,Invisalign,Clinic C,Not Contacted/Cold,54,No,
L00426,26-04-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,15,No,
L00427,03-05-2025,P00427,Referral,Dental Crown,Clinic A,Appointment Booked,8,Yes,09-05-2025
L00428,28-04-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,23,No,
L00429,12-03-2025,P00429,Facebook,Invisalign,Clinic D,Appointment Booked,9,Yes,13-03-2025
L00430,02-11-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,7,No,
L00431,22-08-2025,P00431,Referral,Dental Implant,Clinic C,Appointment Booked,6,Yes,28-08-2025
L00432,13-10-2025,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,42,No,
L00433,11-11-2025,P00433,Instagram,General Dentistry,Clinic C,Appointment Booked,18,Yes,24-11-2025
L00434,12-05-2025,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L00435,11-08-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,25,No,
L00436,24-11-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,18,No,
L00437,30-08-2025,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,24,No,
L00438,17-01-2025,P00438,Instagram,Dental Implant,Clinic D,Appointment Booked,19,Yes,28-01-2025
L00439,27-08-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,13,No,
L00440,30-06-2025,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,5,No,
L00441,04-07-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,45,No,
L00442,15-12-2025,P00442,Google Ads,Invisalign,Clinic C,Appointment Booked,8,Yes,17-12-2025
L00443,26-03-2025,P00443,Referral,Root Canal,Clinic A,Appointment Booked,22,Yes,06-04-2025
L00444,13-02-2025,P00444,Google Ads,Dental Crown,Clinic A,Appointment Booked,9,Yes,14-02-2025
L00445,26-05-2025,P00445,Google Organic,Root Canal,Clinic D,Appointment Booked,13,Yes,28-05-2025
L00446,29-08-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,31,No,
L00447,14-08-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L00448,18-09-2025,P00448,Google Organic,Invisalign,Clinic D,Appointment Booked,7,Yes,23-09-2025
L00449,28-04-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,25,No,
L00450,28-05-2025,P00450,Referral,Teeth Whitening,Clinic B,Appointment Booked,9,Yes,01-06-2025
L00451,01-03-2025,P00451,Facebook,Root Canal,Clinic C,Appointment Booked,9,Yes,12-03-2025
L00452,09-02-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,7,No,
L00453,01-11-2025,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,9,No,
L00454,09-02-2025,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,22,No,
L00455,03-02-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,22,No,
L00456,28-05-2025,P00456,Google Organic,Root Canal,Clinic A,Appointment Booked,18,Yes,03-06-2025
L00457,02-10-2025,P00457,Facebook,General Dentistry,Clinic D,Appointment Booked,23,Yes,07-10-2025
L00458,17-11-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,37,No,
L00459,11-05-2025,P00459,Google Organic,Dental Implant,Clinic A,Appointment Booked,7,Yes,17-05-2025
L00460,10-11-2025,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,27,No,
L00461,20-10-2025,P00461,Facebook,Invisalign,Clinic A,Appointment Booked,23,Yes,21-10-2025
L00462,12-10-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,5,No,
L00463,09-04-2025,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,20,No,
L00464,14-05-2025,,Facebook,Root Canal,Clinic B,Not Contacted/Cold,53,No,
L00465,07-07-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,18,No,
L00466,13-03-2025,P00466,Referral,Dental Implant,Clinic B,Appointment Booked,20,Yes,20-03-2025
L00467,08-09-2025,P00467,Google Ads,General Dentistry,Clinic D,Appointment Booked,4,Yes,22-09-2025
L00468,25-09-2025,,Instagram,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L00469,20-02-2025,P00469,Referral,Invisalign,Clinic B,Appointment Booked,13,Yes,02-03-2025
L00470,24-04-2025,,Google Organic,Dental Implant,Clinic A,Not Contacted/Cold,49,No,
L00471,19-06-2025,P00471,Referral,Dental Implant,Clinic D,Appointment Booked,10,Yes,01-07-2025
L00472,22-05-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,12,No,
L00473,08-08-2025,P00473,Google Ads,Teeth Whitening,Clinic B,Appointment Booked,10,Yes,19-08-2025
L00474,14-02-2025,,Referral,Root Canal,Clinic A,Contacted - No Appointment,9,No,
L00475,27-09-2025,P00475,Facebook,Dental Crown,Clinic A,Appointment Booked,14,Yes,05-10-2025
L00476,01-10-2025,P00476,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,24,Yes,09-10-2025
L00477,16-04-2025,P00477,Google Ads,General Dentistry,Clinic C,Appointment Booked,18,Yes,30-04-2025
L00478,22-07-2025,,Google Organic,Dental Implant,Clinic D,Contacted - No Appointment,7,No,
L00479,18-11-2025,,Facebook,Invisalign,Clinic B,Not Contacted/Cold,56,No,
L00480,24-01-2025,P00480,Google Ads,Dental Implant,Clinic D,Appointment Booked,27,Yes,31-01-2025
L00481,05-02-2025,P00481,Facebook,General Dentistry,Clinic B,Appointment Booked,48,Yes,17-02-2025
L00482,17-01-2025,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,18,No,
L00483,06-01-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,15,No,
L00484,20-06-2025,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,26,No,
L00485,16-10-2025,P00485,Facebook,Invisalign,Clinic B,Appointment Booked,49,Yes,30-10-2025
L00486,07-10-2025,,Google Ads,Invisalign,Clinic C,Not Contacted/Cold,68,No,
L00487,18-12-2025,P00487,Google Organic,Dental Crown,Clinic A,Appointment Booked,14,Yes,19-12-2025
L00488,10-10-2025,P00488,Facebook,Invisalign,Clinic B,Appointment Booked,36,Yes,19-10-2025
L00489,19-12-2025,P00489,Google Ads,Dental Implant,Clinic C,Appointment Booked,33,Yes,20-12-2025
L00490,28-12-2025,,Facebook,Teeth Whitening,Clinic D,Contacted - No Appointment,22,No,
L00491,26-07-2025,,Google Organic,Invisalign,Clinic B,Not Contacted/Cold,105,No,
L00492,15-05-2025,P00492,Referral,Root Canal,Clinic D,Appointment Booked,16,Yes,20-05-2025
L00493,06-11-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,14,No,
L00494,28-04-2025,P00494,Facebook,Teeth Whitening,Clinic D,Appointment Booked,30,Yes,11-05-2025
L00495,22-04-2025,P00495,Google Ads,Dental Crown,Clinic C,Appointment Booked,9,Yes,06-05-2025
L00496,14-11-2025,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,33,No,
L00497,02-09-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,13,No,
L00498,26-03-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L00499,09-07-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,25,No,
L00500,23-12-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L00501,15-10-2025,P00501,Facebook,General Dentistry,Clinic A,Appointment Booked,47,Yes,26-10-2025
L00502,06-01-2025,P00502,Referral,Invisalign,Clinic A,Appointment Booked,16,Yes,07-01-2025
